"targetName","kernelName","language","answer","guess","isCorrect"
"bfs-cuda","Kernel(const Node *, const int *, char *, char *, const char *, int *, int)","CUDA","Bandwidth","Bandwidth",True
"bfs-cuda","Kernel2(char *, char *, char *, char *, int)","CUDA","Bandwidth","Bandwidth",True
"axhelm-omp","__omp_offloading_10309_2f043d5_main_l211","OMP","Bandwidth","Bandwidth",True
"page-rank-cuda","reduce(float *, const float *, int, float *)","CUDA","Bandwidth","Compute",False
"page-rank-cuda","map(const int *, const float *, float *, const unsigned int *, int)","CUDA","Bandwidth","Bandwidth",True
"particlefilter-omp","__omp_offloading_10309_2fc54c0__Z14particleFilterPhiiiPii_l496","OMP","Bandwidth","Bandwidth",True
"particlefilter-omp","__omp_offloading_10309_2fc54c0__Z14particleFilterPhiiiPii_l479","OMP","Bandwidth","Bandwidth",True
"particlefilter-omp","__omp_offloading_10309_2fc54c0__Z14particleFilterPhiiiPii_l496","OMP","Bandwidth","Compute",False
"particlefilter-omp","__omp_offloading_10309_2fc54c0__Z14particleFilterPhiiiPii_l496","OMP","Bandwidth","Bandwidth",True
"su3-cuda","k_mat_nn(const site *, const fsu3_matrix *, site *, int)","CUDA","Bandwidth","Compute",False
"ga-cuda","ga(const char *, const char *, char *, unsigned int, int, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"srad-cuda","compress(long, float *)","CUDA","Bandwidth","Bandwidth",True
"srad-cuda","reduce(long, int, int, float *, float *)","CUDA","Bandwidth","Compute",False
"srad-cuda","prepare(long, const float *, float *, float *)","CUDA","Bandwidth","Bandwidth",True
"srad-cuda","extract(long, float *)","CUDA","Bandwidth","Bandwidth",True
"srad-cuda","srad2(float, int, int, long, const int *, const int *, const int *, const int *, const float *, const float *, const float *, const float *, const float *, float *)","CUDA","Bandwidth","Compute",False
"srad-cuda","srad(float, int, int, long, const int *, const int *, const int *, const int *, float *, float *, float *, float *, float, float *, const float *)","CUDA","Bandwidth","Compute",False
"contract-omp","__omp_offloading_10309_2f04baa__Z11contractionIfEvPKT_S2_PS0_iii_l18","OMP","Bandwidth","Bandwidth",True
"logprob-cuda","void log_probs_kernel<float>(float *, const T1 *, const int *, const int *, int, int, int, int)","CUDA","Bandwidth","Compute",False
"logprob-cuda","accumulate_log_probs(float *, const float *, const int *, int, int)","CUDA","Bandwidth","Compute",False
"logprob-cuda","accumulate_log_probs(float *, const float *, const int *, int, int)","CUDA","Bandwidth","Compute",False
"hbc-cuda","bc_kernel(float *, const int *, const int *, const int *, int, int, const int *, const unsigned long long *, const float *, const int *, const int *, const int *, const int *, int *, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, int, int, int *, int *, const int *, bool)","CUDA","Bandwidth","Compute",False
"rtm8-omp","__omp_offloading_10309_2fc58f6_main_l123","OMP","Bandwidth","Compute",False
"bilateral-cuda","void bilateralFilter<3>(const float *, float *, int, int, float, float, float)","CUDA","Compute","Compute",True
"lavaMD-omp","__omp_offloading_10309_2fc3673_main_l194","OMP","Compute","Bandwidth",False
"myocyte-omp","__omp_offloading_10309_2fc5305__Z6masterfPfS_S_S_PdS0_S0__l54","OMP","Bandwidth","Compute",False
"threadfence-omp","__omp_offloading_10309_2fc5ffe__Z3sumiiPKfiPjPVf_l15","OMP","Bandwidth","Bandwidth",True
"radixsort-omp","__omp_offloading_10309_2fc573c__Z13uniformUpdatePjS_j_l82","OMP","Bandwidth","Bandwidth",True
"radixsort-omp","__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal1PjS_jj_l26","OMP","Bandwidth","Bandwidth",True
"radixsort-omp","__omp_offloading_10309_2fc5739__Z23radixSortBlocksKeysOnlyPjS_jjj_l31","OMP","Bandwidth","Bandwidth",True
"radixsort-omp","__omp_offloading_10309_2fc573c__Z19scanExclusiveLocal2PjS_S_jj_l57","OMP","Bandwidth","Bandwidth",True
"radixsort-omp","__omp_offloading_10309_2fc5739__Z16findRadixOffsetsPjS_S_jj_l92","OMP","Bandwidth","Bandwidth",True
"radixsort-omp","__omp_offloading_10309_2fc5739__Z16findRadixOffsetsPjS_S_jj_l92","OMP","Bandwidth","Bandwidth",True
"radixsort-omp","__omp_offloading_10309_2fc5739__Z19reorderDataKeysOnlyPjS_S_S_S_jj_l173","OMP","Bandwidth","Bandwidth",True
"layout-omp","__omp_offloading_10309_2fc36a2_main_l143","OMP","Bandwidth","Compute",False
"layout-omp","__omp_offloading_10309_2fc36a2_main_l143","OMP","Bandwidth","Compute",False
"minimap2-cuda","device_chain_tiled(return_dt *, const anchor_dt *, const control_dt *, int *, int *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"contract-cuda","void contraction<float>(const T1 *, const T1 *, T1 *, int, int, int)","CUDA","Bandwidth","Compute",False
"doh-cuda","hessian_matrix_det(const float *, int, int, float, float *)","CUDA","Bandwidth","Compute",False
"doh-cuda","hessian_matrix_det(const float *, int, int, float, float *)","CUDA","Bandwidth","Compute",False
"rainflow-cuda","rainflow_count(const double *, const int *, double *, int *, double3 *, int *, int)","CUDA","Bandwidth","Bandwidth",True
"tsa-cuda","void kernel<float, 1, 16, 96, 3, 4, 16>(T1, T1, int, int, const T1 *, const T1 *, T1 *, T1 *)","CUDA","Bandwidth","Compute",False
"murmurhash3-omp","__omp_offloading_10309_2fc52d8_main_l185","OMP","Bandwidth","Compute",False
"easyWave-omp","__omp_offloading_10309_2f06c0f_main_l881","OMP","Bandwidth","Compute",False
"easyWave-omp","__omp_offloading_10309_2f06c0f_main_l932","OMP","Bandwidth","Compute",False
"easyWave-omp","__omp_offloading_10309_2f06c0f_main_l860","OMP","Bandwidth","Bandwidth",True
"easyWave-omp","__omp_offloading_10309_2f06c0f_main_l881","OMP","Bandwidth","Compute",False
"hypterm-cuda","hypterm_3(double *, double *, double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double, double, double, int, int, int)","CUDA","Bandwidth","Compute",False
"hypterm-cuda","hypterm_2(double *, double *, double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double, double, double, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"hypterm-cuda","hypterm_1(double *, double *, double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, double, double, double, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"heat2d-cuda","dev_lapl_iter(float *, const float *, float, float, int, int)","CUDA","Bandwidth","Compute",False
"haversine-omp","__omp_offloading_10309_2f284a8__Z15distance_devicePK7double4Pdii_l8","OMP","Bandwidth","Compute",False
"zmddft-cuda","ker_zmddft_fwd_256x256x256_cu1(const double *, double *)","CUDA","Bandwidth","Compute",False
"zmddft-cuda","ker_zmddft_fwd_256x256x256_cu0(const double *, double *)","CUDA","Bandwidth","Compute",False
"zmddft-cuda","ker_zmddft_fwd_256x256x256_cu2(const double *, double *)","CUDA","Bandwidth","Compute",False
"loopback-omp","__omp_offloading_10309_2fc499a__Z19tausworthe_lookbackjPKjPfS1_PKfS3_S3_S3_S3_S3_S3__l102","OMP","Compute","Compute",True
"mrc-omp","__omp_offloading_10309_2fc5252__Z11MRCGradientiPKiPKfS2_S2_fPfS3__l12","OMP","Bandwidth","Compute",False
"mrc-omp","__omp_offloading_10309_2fc5252__Z12MRCGradient2iPKiPKfS2_S2_fPfS3__l27","OMP","Bandwidth","Compute",False
"cbsfil-omp","__omp_offloading_10309_2f0478d__Z9toCoef2DYPfjjjj_l92","OMP","Bandwidth","Bandwidth",True
"cbsfil-omp","__omp_offloading_10309_2f0478d__Z9toCoef2DXPfjjjj_l77","OMP","Bandwidth","Bandwidth",True
"langevin-omp","__omp_offloading_10309_2fc3619__Z2k0PKfPfi_l8","OMP","Bandwidth","Compute",False
"langevin-omp","__omp_offloading_10309_2fc3619__Z2k1PKfPfi_l16","OMP","Bandwidth","Compute",False
"langevin-omp","__omp_offloading_10309_2fc3619__Z2k2PKfPfi_l52","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l226","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l226","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"s3d-omp","__omp_offloading_10309_2fc594c__Z7RunTestIfEvNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEER12OptionParser_l177","OMP","Bandwidth","Compute",False
"pathfinder-omp","__omp_offloading_10309_2fc54f5_main_l135","OMP","Bandwidth","Bandwidth",True
"pathfinder-omp","__omp_offloading_10309_2fc54f5_main_l135","OMP","Bandwidth","Bandwidth",True
"nlll-cuda","void nll_loss_forward_reduce2d_kernel<float, float, int, 64>(T1 *, T1 *, const T1 *, const T3 *, const T1 *, bool, long, long, long)","CUDA","Bandwidth","Compute",False
"sosfil-omp","__omp_offloading_10309_2fc5cfe__Z9filteringIfEviiiii_l81","OMP","Bandwidth","Bandwidth",True
"sosfil-omp","__omp_offloading_10309_2fc5cfe__Z9filteringIdEviiiii_l81","OMP","Bandwidth","Bandwidth",True
"car-cuda","car(const float *, const float *, const float *, const float *, float *, params, int, int, unsigned long)","CUDA","Bandwidth","Compute",False
"multinomial-cuda","void sampleMultinomialOnce<float, float>(int *, int, int, const T1 *, const T1 *, int, int)","CUDA","Bandwidth","Bandwidth",True
"extrema-cuda","void relextrema_1D<int>(int, int, bool, const T1 *, bool *)","CUDA","Bandwidth","Compute",False
"extrema-cuda","void relextrema_2D<int>(int, int, int, bool, int, const T1 *, bool *)","CUDA","Bandwidth","Compute",False
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIiEvi_l79","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIjEvi_l48","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIiEvi_l79","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIjEvi_l48","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIiEvi_l79","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIiEvi_l79","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIiEvi_l79","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIiEvi_l79","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIjEvi_l48","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIjEvi_l48","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIjEvi_l48","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIiEvi_l79","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIjEvi_l48","OMP","Bandwidth","Bandwidth",True
"atomicIntrinsics-omp","__omp_offloading_10309_2f0436f__Z8testcaseIjEvi_l48","OMP","Bandwidth","Bandwidth",True
"maxpool3d-omp","__omp_offloading_10309_2fc4b22_main_l66","OMP","Bandwidth","Bandwidth",True
"keogh-omp","__omp_offloading_10309_2fc356b_main_l51","OMP","Compute","Compute",True
"b+tree-omp","__omp_offloading_10309_2f04419__Z14kernel_wrapperP6recordlP5knodelliliPlS3_PiS0__l43","OMP","Bandwidth","Compute",False
"b+tree-omp","__omp_offloading_10309_2f04417__Z15kernel2_wrapperP5knodelliliPlS1_S1_S1_PiS2_S2_S2__l53","OMP","Bandwidth","Compute",False
"bfs-omp","__omp_offloading_10309_2f0449b__Z11run_bfs_gpuiP4NodeiPiPcS2_S2_S1__l100","OMP","Bandwidth","Bandwidth",True
"bfs-omp","__omp_offloading_10309_2f0449b__Z11run_bfs_gpuiP4NodeiPiPcS2_S2_S1__l100","OMP","Bandwidth","Bandwidth",True
"swish-cuda","void SwishKernel<float>(int, const T1 *, T1 *)","CUDA","Bandwidth","Compute",False
"swish-cuda","void SwishGradientKernel<float>(int, const T1 *, const T1 *, const T1 *, T1 *)","CUDA","Bandwidth","Compute",False
"convolution3D-cuda","void conv3d_s1<float>(const T1 *, const T1 *, T1 *, int, int, int, int, int, int, int, int)","CUDA","Bandwidth","Compute",False
"convolution3D-cuda","void conv3d_s2<float>(const T1 *, const T1 *, T1 *, int, int, int, int, int, int, int, int)","CUDA","Bandwidth","Compute",False
"convolution3D-cuda","void conv3d_s2<float>(const T1 *, const T1 *, T1 *, int, int, int, int, int, int, int, int)","CUDA","Bandwidth","Compute",False
"convolution3D-cuda","void conv3d_s3<float>(const T1 *, const T1 *, T1 *, int, int, int, int, int, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"testSNAP-omp","__omp_offloading_10309_2fc5fce_main_l406","OMP","Bandwidth","Compute",False
"testSNAP-omp","__omp_offloading_10309_2fc5fce_main_l594","OMP","Bandwidth","Compute",False
"testSNAP-omp","__omp_offloading_10309_2fc5fce_main_l406","OMP","Bandwidth","Compute",False
"testSNAP-omp","__omp_offloading_10309_2fc5fce_main_l406","OMP","Bandwidth","Compute",False
"testSNAP-omp","__omp_offloading_10309_2fc5fce_main_l406","OMP","Bandwidth","Compute",False
"testSNAP-omp","__omp_offloading_10309_2fc5fce_main_l406","OMP","Bandwidth","Compute",False
"testSNAP-omp","__omp_offloading_10309_2fc5fce_main_l406","OMP","Bandwidth","Compute",False
"testSNAP-omp","__omp_offloading_10309_2fc5fce_main_l406","OMP","Bandwidth","Compute",False
"testSNAP-omp","__omp_offloading_10309_2fc5fce_main_l406","OMP","Bandwidth","Compute",False
"tensorT-cuda","tensor_transpose(int, int, int, int, const int *, const int *, const float *, const float *, const int *, const int *, const int *, const double *, double *)","CUDA","Bandwidth","Bandwidth",True
"asmooth-cuda","normalizeFilter(int, int, float *, const float *)","CUDA","Bandwidth","Bandwidth",True
"asmooth-cuda","outFilter(int, int, const float *, const int *, float *)","CUDA","Bandwidth","Bandwidth",True
"asmooth-cuda","smoothingFilter(int, int, int, int, const float *, int *, float *)","CUDA","Bandwidth","Bandwidth",True
"goulash-omp","__omp_offloading_10309_2f26b96__Z4gatePdlPKd_l18","OMP","Bandwidth","Compute",False
"reverse-omp","__omp_offloading_10309_2fc5811_main_l52","OMP","Bandwidth","Bandwidth",True
"qem-cuda","QRdel(int, const float *, const float *, const float *, const float *, float *, float *, float *, float *, float *, float *, float *, float *)","CUDA","Bandwidth","Compute",False
"qem-cuda","QuarticSolver(int, const float *, const float *, const float *, const float *, const float *, const float *, const float *, const float *, float *, float *, float *, float *, float *, float *, float *)","CUDA","Bandwidth","Compute",False
"reverse2D-cuda","void reverseKernel<unsigned char, 16>(T1 *, const T1 *, int, int, bool, bool, int)","CUDA","Bandwidth","Bandwidth",True
"score-cuda","void findTopK<float, 2048, 256>(int *, int *, const T1 *, float, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"laplace3d-cuda","laplace3d(int, int, int, int, const float *, float *)","CUDA","Bandwidth","Compute",False
"idivide-cuda","check(int_fastdiv, int *)","CUDA","Bandwidth","Compute",False
"idivide-cuda","void latency_test<int>(T1, T1, T1, T1, T1, T1, T1, T1, T1, T1, int, int *)","CUDA","Bandwidth","Compute",False
"idivide-cuda","void latency_test<int_fastdiv>(T1, T1, T1, T1, T1, T1, T1, T1, T1, T1, int, int *)","CUDA","Bandwidth","Bandwidth",True
"idivide-cuda","void throughput_test<int>(T1, T1, T1, int, int *)","CUDA","Bandwidth","Bandwidth",True
"idivide-cuda","void throughput_test<int_fastdiv>(T1, T1, T1, int, int *)","CUDA","Bandwidth","Compute",False
"concat-cuda","void concat<float>(const T1 *, const T1 *, T1 *, int, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"dxtc1-cuda","compress(const unsigned int *, const unsigned int *, uint2 *, const float *, const int *, const float *, const int *, int)","CUDA","Compute","Bandwidth",False
"zeropoint-omp","__omp_offloading_10309_2fc6323__Z10zero_pointPKfS0_iiibPfPi_l20","OMP","Bandwidth","Compute",False
"blockAccess-cuda","reference(const float *, unsigned char *, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"blockAccess-cuda","void kernel<256, 1024>(const float *, unsigned char *, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"burger-omp","__omp_offloading_10309_2f0470f_main_l101","OMP","Bandwidth","Compute",False
"burger-omp","__omp_offloading_10309_2f0470f_main_l77","OMP","Bandwidth","Compute",False
"burger-omp","__omp_offloading_10309_2f0470f_main_l101","OMP","Bandwidth","Compute",False
"burger-omp","__omp_offloading_10309_2f0470f_main_l101","OMP","Bandwidth","Compute",False
"burger-omp","__omp_offloading_10309_2f0470f_main_l77","OMP","Bandwidth","Compute",False
"fluidSim-cuda","lbm(const double *, double *, const double4 *, double4 *, const double4 *, double4 *, const bool *, double8, double8, const double *, double)","CUDA","Bandwidth","Compute",False
"all-pairs-distance-omp","__omp_offloading_10309_2f04201_main_l150","OMP","Bandwidth","Compute",False
"all-pairs-distance-omp","__omp_offloading_10309_2f04201_main_l150","OMP","Bandwidth","Bandwidth",True
"complex-omp","__omp_offloading_10309_2f04b0f__Z14complex_doublePci_l74","OMP","Bandwidth","Bandwidth",True
"complex-omp","__omp_offloading_10309_2f04b0f__Z13complex_floatPci_l42","OMP","Compute","Bandwidth",False
"quicksort-omp","__omp_offloading_10309_2fc571a__Z8GPUQSortIdEvmPT_S1__l1","OMP","Bandwidth","Compute",False
"quicksort-omp","__omp_offloading_10309_2fc571a__Z8GPUQSortIfEvmPT_S1__l1","OMP","Bandwidth","Compute",False
"quicksort-omp","__omp_offloading_10309_2fc571a__Z8GPUQSortIjEvmPT_S1__l1","OMP","Bandwidth","Compute",False
"quicksort-omp","__omp_offloading_10309_2fc571b__Z8GPUQSortIjEvmPT_S1__l1","OMP","Bandwidth","Compute",False
"quicksort-omp","__omp_offloading_10309_2fc571b__Z8GPUQSortIfEvmPT_S1__l1","OMP","Bandwidth","Compute",False
"quicksort-omp","__omp_offloading_10309_2fc571b__Z8GPUQSortIdEvmPT_S1__l1","OMP","Bandwidth","Compute",False
"minkowski-cuda","void minkowski<512, 1024, 2048>(const float *, const float *, float *, float, float)","CUDA","Compute","Compute",True
"particle-diffusion-omp","__omp_offloading_10309_2fc54ad__Z13motion_devicePfS_S_S_PPimmifPmi_l105","OMP","Bandwidth","Bandwidth",True
"secp256k1-omp","__omp_offloading_10309_2fc5a8b_main_l1205","OMP","Bandwidth","Bandwidth",True
"popcount-cuda","pc1(const unsigned long *, int *, int)","CUDA","Bandwidth","Compute",False
"popcount-cuda","pc3(const unsigned long *, int *, int)","CUDA","Bandwidth","Compute",False
"popcount-cuda","pc2(const unsigned long *, int *, int)","CUDA","Bandwidth","Compute",False
"popcount-cuda","pc4(const unsigned long *, int *, int)","CUDA","Bandwidth","Compute",False
"popcount-cuda","pc4(const unsigned long *, int *, int)","CUDA","Bandwidth","Compute",False
"popcount-cuda","pc5(const unsigned long *, int *, int)","CUDA","Bandwidth","Compute",False
"popcount-cuda","pc6(const unsigned long *, int *, int)","CUDA","Bandwidth","Compute",False
"nlll-omp","__omp_offloading_10309_2fc5372__Z32nll_loss_forward_reduce2d_kernelIffiLi512EEvPT_S1_PKS0_PKT1_S3_blll_l22","OMP","Bandwidth","Bandwidth",True
"nlll-omp","__omp_offloading_10309_2fc5372__Z32nll_loss_forward_reduce2d_kernelIffiLi512EEvPT_S1_PKS0_PKT1_S3_blll_l22","OMP","Bandwidth","Bandwidth",True
"nlll-omp","__omp_offloading_10309_2fc5372__Z32nll_loss_forward_reduce2d_kernelIffiLi128EEvPT_S1_PKS0_PKT1_S3_blll_l22","OMP","Bandwidth","Bandwidth",True
"nlll-omp","__omp_offloading_10309_2fc5372__Z32nll_loss_forward_reduce2d_kernelIffiLi1024EEvPT_S1_PKS0_PKT1_S3_blll_l22","OMP","Bandwidth","Bandwidth",True
"nlll-omp","__omp_offloading_10309_2fc5372__Z32nll_loss_forward_reduce2d_kernelIffiLi256EEvPT_S1_PKS0_PKT1_S3_blll_l22","OMP","Bandwidth","Bandwidth",True
"nlll-omp","__omp_offloading_10309_2fc5372__Z32nll_loss_forward_reduce2d_kernelIffiLi64EEvPT_S1_PKS0_PKT1_S3_blll_l22","OMP","Bandwidth","Bandwidth",True
"spmv-cuda","mv_dense(unsigned long, const float *, const float *, float *)","CUDA","Bandwidth","Compute",False
"recursiveGaussian-omp","__omp_offloading_10309_2fc57a6__Z13RecursiveRGBAPKjPjiiffffffff_l194","OMP","Bandwidth","Bandwidth",True
"recursiveGaussian-omp","__omp_offloading_10309_2fc57a6__Z9TransposePKjPjii_l77","OMP","Bandwidth","Bandwidth",True
"flip-cuda","void flip_kernel<float>(const T1 *, T1 *, long, const long *, long, const long *, const long *, const long *, long)","CUDA","Bandwidth","Bandwidth",True
"fft-cuda","fft1D_512(double2 *)","CUDA","Bandwidth","Compute",False
"fft-cuda","ifft1D_512(double2 *)","CUDA","Bandwidth","Compute",False
"meanshift-cuda","mean_shift(const float *, float *)","CUDA","Compute","Compute",True
"meanshift-cuda","mean_shift_tiling(const float *, float *)","CUDA","Compute","Compute",True
"btree-cuda","void search_b_tree<unsigned int, unsigned int, unsigned int, PoolAllocator>(unsigned int *, T1 *, T2 *, T3, T4)","CUDA","Bandwidth","Compute",False
"btree-cuda","void init_btree<PoolAllocator>(unsigned int *, T1)","CUDA","Bandwidth","Compute",False
"btree-cuda","void insert_keys<unsigned int, unsigned int, unsigned int, PoolAllocator>(unsigned int *, T1 *, T2 *, T3, T4)","CUDA","Bandwidth","Compute",False
"qrg-cuda","qrng(float *, const unsigned int *, unsigned int, unsigned int)","CUDA","Bandwidth","Bandwidth",True
